Sentence,Label,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
and why why why does Doctor David Banner gets mad ?,tense_aspect,"1	and	_	_	_	_	9	cc	_	_
2	why	_	_	_	_	9	advmod	_	_
3	why	_	_	_	_	2	conj	_	_
4	why	_	_	_	_	2	conj	_	_
5	does	_	_	_	_	9	aux	_	_
6	Doctor	_	_	_	_	9	nsubj	_	_
7	David	_	_	_	_	6	flat	_	_
8	Banner	_	_	_	_	6	flat	_	_
9	gets	_	_	_	_	0	root	_	_
10	mad	_	_	_	_	9	xcomp	_	_
11	?	_	_	_	_	9	punct	_	_","1	and	_	CCONJ	CC	_	9	cc	_	_
2	why	_	ADV	WRB	_	9	advmod	_	_
3	why	_	ADV	WRB	_	9	advmod	_	_
4	why	_	ADV	WRB	_	9	advmod	_	_
5	does	_	AUX	VBZ	_	9	aux	_	_
6	Doctor	_	PROPN	NNP	_	9	nsubj	_	_
7	David	_	PROPN	NNP	_	6	flat	_	_
8	Banner	_	PROPN	NNP	_	6	flat	_	_
9	gets	_	VERB	VBZ	_	0	root	_	_
10	mad	_	ADJ	JJ	_	9	xcomp	_	_
11	?	_	PUNCT	.	_	9	punct	_	_",
hey daddy hey daddy Doctor David Banner talk too much much ?,auxiliary,"1	hey	_	_	_	_	8	discourse	_	_
2	daddy	_	_	_	_	1	vocative	_	_
3	hey	_	_	_	_	1	conj	_	_
4	daddy	_	_	_	_	1	vocative	_	_
5	Doctor	_	_	_	_	8	nsubj	_	_
6	David	_	_	_	_	5	flat	_	_
7	Banner	_	_	_	_	5	flat	_	_
8	talk	_	_	_	_	0	root	_	_
9	too	_	_	_	_	10	advmod	_	_
10	much	_	_	_	_	8	advmod	_	_
11	much	_	_	_	_	10	conj	_	_
12	?	_	_	_	_	8	punct	_	_","1	hey	_	INTJ	UH	_	8	discourse	_	_
2	daddy	_	INTJ	UH	_	8	discourse	_	_
3	hey	_	INTJ	UH	_	8	discourse	_	_
4	daddy	_	PROPN	NNP	_	8	nsubj	_	_
5	Doctor	_	PROPN	NNP	_	8	nsubj	_	_
6	David	_	PROPN	NNP	_	5	flat	_	_
7	Banner	_	PROPN	NNP	_	5	flat	_	_
8	talk	_	VERB	VB	_	0	root	_	_
9	too	_	ADV	RB	_	10	advmod	_	_
10	much	_	ADV	RB	_	11	advmod	_	_
11	much	_	ADJ	JJ	_	8	advmod	_	_
12	?	_	PUNCT	.	_	8	punct	_	_",
um um and Doctor David Banner turn in the Hulk .,tense_aspect,"1	um	_	_	_	_	4	discourse	_	_
2	um	_	_	_	_	1	conj	_	_
3	and	_	_	_	_	7	cc	_	_
4	Doctor	_	_	_	_	7	nsubj	_	_
5	David	_	_	_	_	4	flat	_	_
6	Banner	_	_	_	_	4	flat	_	_
7	turn	_	_	_	_	0	root	_	_
8	in	_	_	_	_	7	compound:prt	_	_
9	the	_	_	_	_	10	det	_	_
10	Hulk	_	_	_	_	7	obj	_	_
11	.	_	_	_	_	7	punct	_	_","1	um	_	INTJ	UH	_	7	discourse	_	_
2	um	_	INTJ	UH	_	7	discourse	_	_
3	and	_	CCONJ	CC	_	4	cc	_	_
4	Doctor	_	PROPN	NNP	_	7	nsubj	_	_
5	David	_	PROPN	NNP	_	4	flat	_	_
6	Banner	_	PROPN	NNP	_	4	flat	_	_
7	turn	_	VERB	VB	_	0	root	_	_
8	in	_	ADP	IN	_	10	case	_	_
9	the	_	DET	DT	_	10	det	_	_
10	Hulk	_	PROPN	NNP	_	7	obl	_	_
11	.	_	PUNCT	.	_	7	punct	_	_",
this my nose .,verb,"1	this	_	_	_	_	3	nsubj	_	_
2	my	_	_	_	_	3	nmod:poss	_	_
3	nose	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	this	_	DET	DT	_	3	det	_	_
2	my	_	PRON	PRP$	_	3	nmod:poss	_	_
3	nose	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
look look it .,preposition,"1	look	_	_	_	_	2	reparandum	_	_
2	look	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	look	_	VERB	VB	_	0	root	_	_
2	look	_	VERB	VB	_	1	xcomp	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
this mommy .,verb,"1	this	_	_	_	_	0	root	_	_
2	mommy	_	_	_	_	1	vocative	_	_
3	.	_	_	_	_	1	punct	_	_","1	this	_	DET	DT	_	2	det	_	_
2	mommy	_	NOUN	NN	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
this mommy mouth .,"verb, possessive","1	this	_	_	_	_	3	det	_	_
2	mommy	_	_	_	_	3	nmod:poss	_	_
3	mouth	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	this	_	DET	DT	_	3	det	_	_
2	mommy	_	ADJ	JJ	_	3	amod	_	_
3	mouth	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
like mommy teeth .,"subject, verb, possessive","1	like	_	_	_	_	3	case	_	_
2	mommy	_	_	_	_	3	nmod:poss	_	_
3	teeth	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	like	_	INTJ	UH	_	3	discourse	_	_
2	mommy	_	NOUN	NN	_	3	compound	_	_
3	teeth	_	NOUN	NNS	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
oh no is mine eyes .,"subject, other","1	oh	_	_	_	_	5	discourse	_	_
2	no	_	_	_	_	5	discourse	_	_
3	is	_	_	_	_	5	cop	_	_
4	mine	_	_	_	_	5	nmod:poss	_	_
5	eyes	_	_	_	_	0	root	_	_
6	.	_	_	_	_	5	punct	_	_","1	oh	_	INTJ	UH	_	5	discourse	_	_
2	no	_	INTJ	UH	_	5	discourse	_	_
3	is	_	AUX	VBZ	_	5	cop	_	_
4	mine	_	PRON	PRP	_	5	compound	_	_
5	eyes	_	NOUN	NNS	_	0	root	_	_
6	.	_	PUNCT	.	_	5	punct	_	_",
here mine eyes .,"verb, other","1	here	_	_	_	_	0	root	_	_
2	mine	_	_	_	_	3	nmod:poss	_	_
3	eyes	_	_	_	_	1	nsubj	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	mine	_	PRON	PRP	_	1	nsubj	_	_
3	eyes	_	NOUN	NNS	_	1	nsubj	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
no mine mommy .,other,"1	no	_	_	_	_	2	discourse	_	_
2	mine	_	_	_	_	0	root	_	_
3	mommy	_	_	_	_	2	vocative	_	_
4	.	_	_	_	_	2	punct	_	_","1	no	_	DET	DT	_	3	det	_	_
2	mine	_	PRON	PRP	_	3	compound	_	_
3	mommy	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
it's my .,object,"1	it's	_	_	_	_	2	nsubj	_	_
2	my	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	my	_	PRON	PRP	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
is more mommy mo .,"subject, other","1	is	_	_	_	_	2	cop	_	_
2	more	_	_	_	_	0	root	_	_
3	mommy	_	_	_	_	2	vocative	_	_
4	mo	_	_	_	_	3	flat	_	_
5	.	_	_	_	_	2	punct	_	_","1	is	_	AUX	VBZ	_	4	cop	_	_
2	more	_	ADV	RBR	_	4	advmod	_	_
3	mommy	_	NOUN	NN	_	4	compound	_	_
4	mo	_	NOUN	NN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
what where daddy mouth .,"verb, possessive","1	what	_	_	_	_	2	reparandum	_	_
2	where	_	_	_	_	0	root	_	_
3	daddy	_	_	_	_	4	nmod:poss	_	_
4	mouth	_	_	_	_	2	nsubj	_	_
5	.	_	_	_	_	2	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	where	_	ADV	WRB	_	4	advmod	_	_
3	daddy	_	NOUN	NN	_	4	compound	_	_
4	mouth	_	NOUN	NN	_	1	nsubj	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
this momma mouth .,"verb, possessive","1	this	_	_	_	_	3	det	_	_
2	momma	_	_	_	_	3	nmod:poss	_	_
3	mouth	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	this	_	DET	DT	_	3	det	_	_
2	momma	_	NOUN	NN	_	3	compound	_	_
3	mouth	_	NOUN	NN	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
here's mine ears .,"sv_agreement, determiner","1	here's	_	_	_	_	0	root	_	_
2	mine	_	_	_	_	3	nmod:poss	_	_
3	ears	_	_	_	_	1	nsubj	_	_
4	.	_	_	_	_	1	punct	_	_","1	here	_	ADV	RB	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	mine	_	PRON	PRP	_	4	compound	_	_
4	ears	_	NOUN	NNS	_	1	nsubj	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
mommy what these go down ?,"auxiliary, other","1	mommy	_	_	_	_	4	vocative	_	_
2	what	_	_	_	_	4	obl	_	_
3	these	_	_	_	_	4	nsubj	_	_
4	go	_	_	_	_	0	root	_	_
5	down	_	_	_	_	4	advmod	_	_
6	?	_	_	_	_	4	punct	_	_","1	mommy	_	INTJ	UH	_	2	discourse	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	these	_	PRON	DT	_	4	nsubj	_	_
4	go	_	VERB	VBP	_	2	acl:relcl	_	_
5	down	_	ADP	RP	_	4	compound:prt	_	_
6	?	_	PUNCT	.	_	2	punct	_	_",
that's daddy take tongue .,"possessive, determiner","1	that's	_	_	_	_	2	nsubj	_	_
2	daddy	_	_	_	_	0	root	_	_
3	take	_	_	_	_	2	parataxis	_	_
4	tongue	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	that	_	PRON	DT	_	4	nsubj	_	_
2	's	_	AUX	VBZ	_	4	aux	_	_
3	daddy	_	NOUN	NN	_	4	nsubj	_	_
4	take	_	VERB	VB	_	0	root	_	_
5	tongue	_	NOUN	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
no mommy going take tongue .,"auxiliary, tense_aspect, determiner","1	no	_	_	_	_	3	discourse	_	_
2	mommy	_	_	_	_	3	nsubj	_	_
3	going	_	_	_	_	0	root	_	_
4	take	_	_	_	_	3	xcomp	_	_
5	tongue	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	no	_	DET	DT	_	2	det	_	_
2	mommy	_	NOUN	NN	_	3	nsubj	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	take	_	VERB	VB	_	3	xcomp	_	_
5	tongue	_	NOUN	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
put daddy glass on .,"subject, possessive","1	put	_	_	_	_	0	root	_	_
2	daddy	_	_	_	_	3	nmod:poss	_	_
3	glass	_	_	_	_	1	obj	_	_
4	on	_	_	_	_	1	compound:prt	_	_
5	.	_	_	_	_	1	punct	_	_","1	put	_	VERB	VB	_	0	root	_	_
2	daddy	_	NOUN	NN	_	3	compound	_	_
3	glass	_	NOUN	NN	_	1	obj	_	_
4	on	_	ADP	RP	_	1	compound:prt	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
mommy's going take purse .,"tense_aspect, determiner","1	mommy's	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	take	_	_	_	_	2	xcomp	_	_
4	purse	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	2	punct	_	_","1	mommy	_	NOUN	NN	_	3	nsubj	_	_
2	's	_	PART	POS	_	1	case	_	_
3	going	_	VERB	VBG	_	4	nsubj	_	_
4	take	_	VERB	VB	_	0	root	_	_
5	purse	_	NOUN	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
mommy go in cow .,"present_progressive, determiner, object","1	mommy	_	_	_	_	2	vocative	_	_
2	go	_	_	_	_	0	root	_	_
3	in	_	_	_	_	4	case	_	_
4	cow	_	_	_	_	2	obl	_	_
5	.	_	_	_	_	2	punct	_	_","1	mommy	_	NOUN	NN	_	2	nsubj	_	_
2	go	_	VERB	VB	_	0	root	_	_
3	in	_	ADP	IN	_	4	case	_	_
4	cow	_	NOUN	NN	_	2	obl	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
go in cow .,"subject, present_progressive, determiner, object","1	go	_	_	_	_	0	root	_	_
2	in	_	_	_	_	1	advmod	_	_
3	cow	_	_	_	_	1	vocative	_	_
4	.	_	_	_	_	1	punct	_	_","1	go	_	VERB	VB	_	0	root	_	_
2	in	_	ADP	IN	_	1	compound:prt	_	_
3	cow	_	NOUN	NN	_	1	obl	_	_
4	.	_	PUNCT	.	_	1	punct	_	_",
this this sheeps go in .,"plural, other","1	this	_	_	_	_	2	reparandum	_	_
2	this	_	_	_	_	3	det	_	_
3	sheeps	_	_	_	_	4	nsubj	_	_
4	go	_	_	_	_	0	root	_	_
5	in	_	_	_	_	4	advmod	_	_
6	.	_	_	_	_	4	punct	_	_","1	this	_	PRON	DT	_	4	nsubj	_	_
2	this	_	DET	DT	_	3	det	_	_
3	sheeps	_	NOUN	NNS	_	4	nsubj	_	_
4	go	_	VERB	VBP	_	0	root	_	_
5	in	_	ADP	RP	_	4	compound:prt	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
there baby sheeps .,"verb, plural","1	there	_	_	_	_	3	expl	_	_
2	baby	_	_	_	_	3	amod	_	_
3	sheeps	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	there	_	PRON	PRP$	_	3	nmod:poss	_	_
2	baby	_	NOUN	NN	_	3	compound	_	_
3	sheeps	_	NOUN	NNS	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
mommy mommy want him go here ?,"subject, auxiliary, tense_aspect","1	mommy	_	_	_	_	3	vocative	_	_
2	mommy	_	_	_	_	1	conj	_	_
3	want	_	_	_	_	0	root	_	_
4	him	_	_	_	_	3	obj	_	_
5	go	_	_	_	_	3	xcomp	_	_
6	here	_	_	_	_	5	advmod	_	_
7	?	_	_	_	_	3	punct	_	_","1	mommy	_	NOUN	NN	_	2	compound	_	_
2	mommy	_	NOUN	NN	_	3	nsubj	_	_
3	want	_	VERB	VB	_	0	root	_	_
4	him	_	PRON	PRP	_	3	obj	_	_
5	go	_	VERB	VB	_	3	xcomp	_	_
6	here	_	ADV	RB	_	5	advmod	_	_
7	?	_	PUNCT	.	_	3	punct	_	_",
mommy go .,tense_aspect,"1	mommy	_	_	_	_	2	vocative	_	_
2	go	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	mommy	_	NOUN	NN	_	2	nsubj	_	_
2	go	_	VERB	VB	_	0	root	_	_
3	.	_	PUNCT	.	_	2	punct	_	_",
no I wanna go to what that thing and see if I'm tall .,verb,"1	no	_	_	_	_	3	discourse	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	wanna	_	_	_	_	0	root	_	_
4	go	_	_	_	_	3	xcomp	_	_
5	to	_	_	_	_	8	case	_	_
6	what	_	_	_	_	8	reparandum	_	_
7	that	_	_	_	_	8	det	_	_
8	thing	_	_	_	_	4	obl	_	_
9	and	_	_	_	_	10	cc	_	_
10	see	_	_	_	_	4	conj	_	_
11	if	_	_	_	_	13	mark	_	_
12	I'm	_	_	_	_	13	cop	_	_
13	tall	_	_	_	_	10	ccomp	_	_
14	.	_	_	_	_	3	punct	_	_","1	no	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	wan	_	VERB	VBP	_	0	root	_	_
4	na	_	PART	TO	_	5	mark	_	_
5	go	_	VERB	VB	_	3	xcomp	_	_
6	to	_	ADP	IN	_	7	case	_	_
7	what	_	DET	WDT	_	9	det:predet	_	_
8	that	_	DET	DT	_	9	det	_	_
9	thing	_	NOUN	NN	_	5	obl	_	_
10	and	_	CCONJ	CC	_	11	cc	_	_
11	see	_	VERB	VB	_	5	conj	_	_
12	if	_	SCONJ	IN	_	15	mark	_	_
13	I	_	PRON	PRP	_	15	nsubj	_	_
14	'm	_	AUX	VBP	_	15	cop	_	_
15	tall	_	ADJ	JJ	_	11	ccomp	_	_
16	.	_	PUNCT	.	_	3	punct	_	_",
I'm going to make .,object,"1	I'm	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	make	_	_	_	_	2	xcomp	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	to	_	PART	TO	_	5	mark	_	_
5	make	_	VERB	VB	_	3	xcomp	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
then we put her at down .,preposition,"1	then	_	_	_	_	3	advmod	_	_
2	we	_	_	_	_	3	nsubj	_	_
3	put	_	_	_	_	0	root	_	_
4	her	_	_	_	_	3	obj	_	_
5	at	_	_	_	_	6	case	_	_
6	down	_	_	_	_	3	obl	_	_
7	.	_	_	_	_	3	punct	_	_","1	then	_	ADV	RB	_	3	advmod	_	_
2	we	_	PRON	PRP	_	3	nsubj	_	_
3	put	_	VERB	VBD	_	0	root	_	_
4	her	_	PRON	PRP	_	3	obj	_	_
5	at	_	ADP	IN	_	3	advmod	_	_
6	down	_	ADP	RP	_	3	compound:prt	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
oh I'm going stupid that hair on there .,other,"1	oh	_	_	_	_	3	discourse	_	_
2	I'm	_	_	_	_	3	nsubj	_	_
3	going	_	_	_	_	0	root	_	_
4	stupid	_	_	_	_	3	xcomp	_	_
5	that	_	_	_	_	6	det	_	_
6	hair	_	_	_	_	3	parataxis	_	_
7	on	_	_	_	_	8	case	_	_
8	there	_	_	_	_	6	nmod	_	_
9	.	_	_	_	_	3	punct	_	_","1	oh	_	INTJ	UH	_	4	discourse	_	_
2	I	_	PRON	PRP	_	4	nsubj	_	_
3	'm	_	AUX	VBP	_	4	aux	_	_
4	going	_	VERB	VBG	_	0	root	_	_
5	stupid	_	ADJ	JJ	_	4	xcomp	_	_
6	that	_	DET	DT	_	7	det	_	_
7	hair	_	NOUN	NN	_	5	obj	_	_
8	on	_	ADP	IN	_	9	case	_	_
9	there	_	ADV	RB	_	4	obl	_	_
10	.	_	PUNCT	.	_	4	punct	_	_",
yup you .,verb,"1	yup	_	_	_	_	2	discourse	_	_
2	you	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	yup	_	VERB	VB	_	0	root	_	_
2	you	_	PRON	PRP	_	1	obj	_	_
3	.	_	PUNCT	.	_	1	punct	_	_",
other roll it on here .,other,"1	other	_	_	_	_	2	discourse	_	_
2	roll	_	_	_	_	0	root	_	_
3	it	_	_	_	_	2	obj	_	_
4	on	_	_	_	_	5	case	_	_
5	here	_	_	_	_	2	obl	_	_
6	.	_	_	_	_	2	punct	_	_","1	other	_	ADJ	JJ	_	2	nsubj	_	_
2	roll	_	VERB	VB	_	0	root	_	_
3	it	_	PRON	PRP	_	2	obj	_	_
4	on	_	ADP	IN	_	2	compound:prt	_	_
5	here	_	ADV	RB	_	2	obl	_	_
6	.	_	PUNCT	.	_	2	punct	_	_",
it's my .,object,"1	it's	_	_	_	_	2	nsubj	_	_
2	my	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	my	_	PRON	PRP	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
what's my do on play dough ?,other,"1	what's	_	_	_	_	3	aux	_	_
2	my	_	_	_	_	3	nsubj	_	_
3	do	_	_	_	_	0	root	_	_
4	on	_	_	_	_	6	case	_	_
5	play	_	_	_	_	6	compound	_	_
6	dough	_	_	_	_	3	obl	_	_
7	?	_	_	_	_	3	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	my	_	PRON	PRP$	_	4	nmod:poss	_	_
4	do	_	NOUN	NN	_	7	compound	_	_
5	on	_	ADP	IN	_	7	case	_	_
6	play	_	NOUN	NN	_	7	compound	_	_
7	dough	_	NOUN	NN	_	1	nsubj	_	_
8	?	_	PUNCT	.	_	1	punct	_	_",
that what she sayed .,tense_aspect,"1	that	_	_	_	_	2	nsubj	_	_
2	what	_	_	_	_	0	root	_	_
3	she	_	_	_	_	4	nsubj	_	_
4	sayed	_	_	_	_	2	acl:relcl	_	_
5	.	_	_	_	_	2	punct	_	_","1	that	_	SCONJ	IN	_	2	mark	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	she	_	PRON	PRP	_	4	nsubj	_	_
4	sayed	_	VERB	VBD	_	2	acl:relcl	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
the the alligator come out and bite his chin .,tense_aspect,"1	the	_	_	_	_	2	reparandum	_	_
2	the	_	_	_	_	3	det	_	_
3	alligator	_	_	_	_	4	nsubj	_	_
4	come	_	_	_	_	0	root	_	_
5	out	_	_	_	_	4	advmod	_	_
6	and	_	_	_	_	7	cc	_	_
7	bite	_	_	_	_	4	conj	_	_
8	his	_	_	_	_	9	nmod:poss	_	_
9	chin	_	_	_	_	7	obj	_	_
10	.	_	_	_	_	4	punct	_	_","1	the	_	DET	DT	_	3	det	_	_
2	the	_	DET	DT	_	3	det	_	_
3	alligator	_	NOUN	NN	_	4	nsubj	_	_
4	come	_	VERB	VB	_	0	root	_	_
5	out	_	ADP	RP	_	4	compound:prt	_	_
6	and	_	CCONJ	CC	_	7	cc	_	_
7	bite	_	VERB	VB	_	4	conj	_	_
8	his	_	PRON	PRP$	_	9	nmod:poss	_	_
9	chin	_	NOUN	NN	_	7	obj	_	_
10	.	_	PUNCT	.	_	4	punct	_	_",
what you making ?,auxiliary,"1	what	_	_	_	_	3	obj	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	making	_	_	_	_	0	root	_	_
4	?	_	_	_	_	3	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	making	_	VERB	VBG	_	1	acl:relcl	_	_
4	?	_	PUNCT	.	_	3	punct	_	_","1	What	what	PRON	WP	_	3	obj	3:obj	_
2	you	you	PRON	PRP	_	3	nsubj	3:nsubj	_
3	making	make	VERB	VBG	_	0	root	0:root	SpaceAfter=No
4	?	?	PUNCT	?	_	3	punct	3:punct	_
"
a ball you make Mommy .,other,"1	a	_	_	_	_	2	det	_	_
2	ball	_	_	_	_	0	root	_	_
3	you	_	_	_	_	4	nsubj	_	_
4	make	_	_	_	_	2	acl:relcl	_	_
5	Mommy	_	_	_	_	4	vocative	_	_
6	.	_	_	_	_	2	punct	_	_","1	a	_	DET	DT	_	2	det	_	_
2	ball	_	NOUN	NN	_	0	root	_	_
3	you	_	PRON	PRP	_	4	nsubj	_	_
4	make	_	VERB	VBP	_	2	acl:relcl	_	_
5	Mommy	_	PROPN	NNP	_	4	obj	_	_
6	.	_	PUNCT	.	_	2	punct	_	_",
make play dough ball .,determiner,"1	make	_	_	_	_	0	root	_	_
2	play	_	_	_	_	1	xcomp	_	_
3	dough	_	_	_	_	4	compound	_	_
4	ball	_	_	_	_	1	parataxis	_	_
5	.	_	_	_	_	1	punct	_	_","1	make	_	VERB	VB	_	0	root	_	_
2	play	_	NOUN	NN	_	4	compound	_	_
3	dough	_	NOUN	NN	_	4	compound	_	_
4	ball	_	NOUN	NN	_	1	obj	_	_
5	.	_	PUNCT	.	_	1	punct	_	_",
what you make with this one ?,present_progressive,"1	what	_	_	_	_	3	obj	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	make	_	_	_	_	0	root	_	_
4	with	_	_	_	_	6	case	_	_
5	this	_	_	_	_	6	det	_	_
6	one	_	_	_	_	3	obl	_	_
7	?	_	_	_	_	3	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	make	_	VERB	VBP	_	1	acl:relcl	_	_
4	with	_	ADP	IN	_	6	case	_	_
5	this	_	DET	DT	_	6	det	_	_
6	one	_	NOUN	NN	_	3	obl	_	_
7	?	_	PUNCT	.	_	1	punct	_	_",
she's crying from the snake .,preposition,"1	she's	_	_	_	_	2	nsubj	_	_
2	crying	_	_	_	_	0	root	_	_
3	from	_	_	_	_	5	case	_	_
4	the	_	_	_	_	5	det	_	_
5	snake	_	_	_	_	2	obl	_	_
6	.	_	_	_	_	2	punct	_	_","1	she	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	aux	_	_
3	crying	_	VERB	VBG	_	0	root	_	_
4	from	_	ADP	IN	_	6	case	_	_
5	the	_	DET	DT	_	6	det	_	_
6	snake	_	NOUN	NN	_	3	obl	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
I'm going to put on your shoulder .,object,"1	I'm	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	put	_	_	_	_	2	xcomp	_	_
5	on	_	_	_	_	7	case	_	_
6	your	_	_	_	_	7	nmod:poss	_	_
7	shoulder	_	_	_	_	4	obl	_	_
8	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	to	_	PART	TO	_	5	mark	_	_
5	put	_	VERB	VB	_	3	xcomp	_	_
6	on	_	ADP	IN	_	5	compound:prt	_	_
7	your	_	PRON	PRP$	_	8	nmod:poss	_	_
8	shoulder	_	NOUN	NN	_	5	obl	_	_
9	.	_	PUNCT	.	_	3	punct	_	_",
now what we going to do with the play dough ?,auxiliary,"1	now	_	_	_	_	4	advmod	_	_
2	what	_	_	_	_	6	obj	_	_
3	we	_	_	_	_	4	nsubj	_	_
4	going	_	_	_	_	0	root	_	_
5	to	_	_	_	_	6	mark	_	_
6	do	_	_	_	_	4	xcomp	_	_
7	with	_	_	_	_	10	case	_	_
8	the	_	_	_	_	10	det	_	_
9	play	_	_	_	_	10	compound	_	_
10	dough	_	_	_	_	6	obl	_	_
11	?	_	_	_	_	4	punct	_	_","1	now	_	ADV	RB	_	2	advmod	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	we	_	PRON	PRP	_	4	nsubj	_	_
4	going	_	VERB	VBG	_	2	acl:relcl	_	_
5	to	_	PART	TO	_	6	mark	_	_
6	do	_	VERB	VB	_	4	xcomp	_	_
7	with	_	ADP	IN	_	10	case	_	_
8	the	_	DET	DT	_	10	det	_	_
9	play	_	NOUN	NN	_	10	compound	_	_
10	dough	_	NOUN	NN	_	6	obl	_	_
11	?	_	PUNCT	.	_	2	punct	_	_",
and and some .,object,"1	and	_	_	_	_	2	reparandum	_	_
2	and	_	_	_	_	3	cc	_	_
3	some	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	and	_	CCONJ	CC	_	3	cc	_	_
2	and	_	CCONJ	CC	_	3	cc	_	_
3	some	_	DET	DT	_	0	root	_	_
4	.	_	PUNCT	.	_	3	punct	_	_",
