Sentence,Supar_CDS,Stanza_off_the_shelf,Gold_annotation
yeah what's that ?,"1	yeah	_	_	_	_	2	discourse	_	_
2	what's	_	_	_	_	0	root	_	_
3	that	_	_	_	_	2	nsubj	_	_
4	?	_	_	_	_	2	punct	_	_","1	yeah	_	INTJ	UH	_	2	discourse	_	_
2	what	_	PRON	WP	_	0	root	_	_
3	's	_	AUX	VBZ	_	2	cop	_	_
4	that	_	PRON	DT	_	2	nsubj	_	_
5	?	_	PUNCT	.	_	2	punct	_	_",
"I like this um those two more , those two more .","1	I	_	_	_	_	2	nsubj	_	_
2	like	_	_	_	_	0	root	_	_
3	this	_	_	_	_	2	obj	_	_
4	um	_	_	_	_	7	discourse	_	_
5	those	_	_	_	_	6	det	_	_
6	two	_	_	_	_	7	nummod	_	_
7	more	_	_	_	_	2	parataxis	_	_
8	,	_	_	_	_	11	cc	_	_
9	those	_	_	_	_	10	det	_	_
10	two	_	_	_	_	11	nummod	_	_
11	more	_	_	_	_	6	conj	_	_
12	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	like	_	VERB	VBP	_	0	root	_	_
3	this	_	DET	DT	_	7	det	_	_
4	um	_	INTJ	UH	_	7	discourse	_	_
5	those	_	DET	DT	_	7	det	_	_
6	two	_	NUM	CD	_	7	nummod	_	_
7	more	_	ADJ	JJR	_	2	obj	_	_
8	,	_	PUNCT	,	_	11	punct	_	_
9	those	_	DET	DT	_	11	det	_	_
10	two	_	NUM	CD	_	11	nummod	_	_
11	more	_	ADJ	JJR	_	7	appos	_	_
12	.	_	PUNCT	.	_	2	punct	_	_",
"no blue , blue .","1	no	_	_	_	_	2	discourse	_	_
2	blue	_	_	_	_	0	root	_	_
3	,	_	_	_	_	4	cc	_	_
4	blue	_	_	_	_	2	conj	_	_
5	.	_	_	_	_	2	punct	_	_","1	no	_	DET	DT	_	2	det	_	_
2	blue	_	ADJ	JJ	_	0	root	_	_
3	,	_	PUNCT	,	_	4	punct	_	_
4	blue	_	ADJ	JJ	_	2	conj	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
I'm trying to get the dots off .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	trying	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	get	_	_	_	_	2	xcomp	_	_
5	the	_	_	_	_	6	det	_	_
6	dots	_	_	_	_	4	obj	_	_
7	off	_	_	_	_	4	compound:prt	_	_
8	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	trying	_	VERB	VBG	_	0	root	_	_
4	to	_	PART	TO	_	5	mark	_	_
5	get	_	VERB	VB	_	3	xcomp	_	_
6	the	_	DET	DT	_	7	det	_	_
7	dots	_	NOUN	NNS	_	5	obj	_	_
8	off	_	ADP	RP	_	5	compound:prt	_	_
9	.	_	PUNCT	.	_	3	punct	_	_",
what's that ?,"1	what's	_	_	_	_	0	root	_	_
2	that	_	_	_	_	1	nsubj	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	that	_	PRON	DT	_	1	nsubj	_	_
4	?	_	PUNCT	.	_	1	punct	_	_",
no I wanna use these .,"1	no	_	_	_	_	3	discourse	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	wanna	_	_	_	_	0	root	_	_
4	use	_	_	_	_	3	xcomp	_	_
5	these	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	3	punct	_	_","1	no	_	INTJ	UH	_	3	discourse	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	wan	_	VERB	VBP	_	0	root	_	_
4	na	_	PART	TO	_	5	mark	_	_
5	use	_	VERB	VB	_	3	xcomp	_	_
6	these	_	PRON	DT	_	5	obj	_	_
7	.	_	PUNCT	.	_	3	punct	_	_",
it's Daddy's .,"1	it's	_	_	_	_	2	nsubj	_	_
2	Daddy's	_	_	_	_	0	root	_	_
3	.	_	_	_	_	2	punct	_	_","1	it	_	PRON	PRP	_	3	nsubj	_	_
2	's	_	AUX	VBZ	_	3	cop	_	_
3	Daddy	_	PROPN	NNP	_	0	root	_	_
4	's	_	PART	POS	_	3	case	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
what else ?,"1	what	_	_	_	_	0	root	_	_
2	else	_	_	_	_	1	amod	_	_
3	?	_	_	_	_	1	punct	_	_","1	what	_	PRON	WP	_	0	root	_	_
2	else	_	ADV	RB	_	1	advmod	_	_
3	?	_	PUNCT	.	_	1	punct	_	_","1	What	what	DET	WDT	_	0	root	0:root	_
2	else	else	ADJ	JJ	_	1	amod	1:amod	SpaceAfter=No
3	?	?	PUNCT	?	_	1	punct	1:punct	_
"
no we don't like we don't like that .,"1	no	_	_	_	_	4	discourse	_	_
2	we	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	advmod	_	_
4	like	_	_	_	_	7	reparandum	_	_
5	we	_	_	_	_	7	nsubj	_	_
6	don't	_	_	_	_	7	advmod	_	_
7	like	_	_	_	_	0	root	_	_
8	that	_	_	_	_	7	obj	_	_
9	.	_	_	_	_	7	punct	_	_","1	no	_	INTJ	UH	_	5	discourse	_	_
2	we	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	like	_	VERB	VB	_	0	root	_	_
6	we	_	PRON	PRP	_	9	nsubj	_	_
7	do	_	AUX	VBP	_	9	aux	_	_
8	n't	_	PART	RB	_	9	advmod	_	_
9	like	_	VERB	VB	_	5	ccomp	_	_
10	that	_	PRON	DT	_	9	obj	_	_
11	.	_	PUNCT	.	_	5	punct	_	_",
we didn't taste we tasted them at school .,"1	we	_	_	_	_	3	nsubj	_	_
2	didn't	_	_	_	_	3	aux	_	_
3	taste	_	_	_	_	0	root	_	_
4	we	_	_	_	_	5	nsubj	_	_
5	tasted	_	_	_	_	3	parataxis	_	_
6	them	_	_	_	_	5	obj	_	_
7	at	_	_	_	_	8	case	_	_
8	school	_	_	_	_	5	obl	_	_
9	.	_	_	_	_	3	punct	_	_","1	we	_	PRON	PRP	_	4	nsubj	_	_
2	did	_	AUX	VBD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	taste	_	VERB	VB	_	0	root	_	_
5	we	_	PRON	PRP	_	6	nsubj	_	_
6	tasted	_	VERB	VBD	_	4	ccomp	_	_
7	them	_	PRON	PRP	_	6	obj	_	_
8	at	_	ADP	IN	_	9	case	_	_
9	school	_	NOUN	NN	_	6	obl	_	_
10	.	_	PUNCT	.	_	4	punct	_	_",
they didn't feel good .,"1	they	_	_	_	_	3	nsubj	_	_
2	didn't	_	_	_	_	3	aux	_	_
3	feel	_	_	_	_	0	root	_	_
4	good	_	_	_	_	3	xcomp	_	_
5	.	_	_	_	_	3	punct	_	_","1	they	_	PRON	PRP	_	4	nsubj	_	_
2	did	_	AUX	VBD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	feel	_	VERB	VB	_	0	root	_	_
5	good	_	ADJ	JJ	_	4	xcomp	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
and they didn't feel good .,"1	and	_	_	_	_	4	cc	_	_
2	they	_	_	_	_	4	nsubj	_	_
3	didn't	_	_	_	_	4	aux	_	_
4	feel	_	_	_	_	0	root	_	_
5	good	_	_	_	_	4	xcomp	_	_
6	.	_	_	_	_	4	punct	_	_","1	and	_	CCONJ	CC	_	5	cc	_	_
2	they	_	PRON	PRP	_	5	nsubj	_	_
3	did	_	AUX	VBD	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	feel	_	VERB	VB	_	0	root	_	_
6	good	_	ADJ	JJ	_	5	xcomp	_	_
7	.	_	PUNCT	.	_	5	punct	_	_",
I don't know .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
I don't know .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
dressing what's dressing ?,"1	dressing	_	_	_	_	0	root	_	_
2	what's	_	_	_	_	3	cop	_	_
3	dressing	_	_	_	_	1	parataxis	_	_
4	?	_	_	_	_	1	punct	_	_","1	dressing	_	VERB	VBG	_	0	root	_	_
2	what	_	PRON	WP	_	4	obj	_	_
3	's	_	AUX	VBZ	_	4	aux	_	_
4	dressing	_	VERB	VBG	_	1	ccomp	_	_
5	?	_	PUNCT	.	_	1	punct	_	_",
I don't like pickles .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	like	_	_	_	_	0	root	_	_
4	pickles	_	_	_	_	3	obj	_	_
5	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	like	_	VERB	VB	_	0	root	_	_
5	pickles	_	NOUN	NNS	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
because I don't like them .,"1	because	_	_	_	_	4	mark	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	like	_	_	_	_	0	root	_	_
5	them	_	_	_	_	4	obj	_	_
6	.	_	_	_	_	4	punct	_	_","1	because	_	SCONJ	IN	_	5	mark	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	like	_	VERB	VB	_	0	root	_	_
6	them	_	PRON	PRP	_	5	obj	_	_
7	.	_	PUNCT	.	_	5	punct	_	_",
I want some oranges when we eat dinner .,"1	I	_	_	_	_	2	nsubj	_	_
2	want	_	_	_	_	0	root	_	_
3	some	_	_	_	_	4	det	_	_
4	oranges	_	_	_	_	2	obj	_	_
5	when	_	_	_	_	7	mark	_	_
6	we	_	_	_	_	7	nsubj	_	_
7	eat	_	_	_	_	2	advcl	_	_
8	dinner	_	_	_	_	7	obj	_	_
9	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	want	_	VERB	VBP	_	0	root	_	_
3	some	_	DET	DT	_	4	det	_	_
4	oranges	_	NOUN	NNS	_	2	obj	_	_
5	when	_	ADV	WRB	_	7	advmod	_	_
6	we	_	PRON	PRP	_	7	nsubj	_	_
7	eat	_	VERB	VBP	_	2	advcl	_	_
8	dinner	_	NOUN	NN	_	7	obj	_	_
9	.	_	PUNCT	.	_	2	punct	_	_",
no I'm still doing this one .,"1	no	_	_	_	_	4	discourse	_	_
2	I'm	_	_	_	_	4	nsubj	_	_
3	still	_	_	_	_	4	advmod	_	_
4	doing	_	_	_	_	0	root	_	_
5	this	_	_	_	_	6	det	_	_
6	one	_	_	_	_	4	obj	_	_
7	.	_	_	_	_	4	punct	_	_","1	no	_	INTJ	UH	_	5	discourse	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	'm	_	AUX	VBP	_	5	aux	_	_
4	still	_	ADV	RB	_	5	advmod	_	_
5	doing	_	VERB	VBG	_	0	root	_	_
6	this	_	DET	DT	_	7	det	_	_
7	one	_	NOUN	NN	_	5	obj	_	_
8	.	_	PUNCT	.	_	5	punct	_	_",
are these uh are juicy ones this juicy paint it's juicy right ?,"1	are	_	_	_	_	6	cop	_	_
2	these	_	_	_	_	6	nsubj	_	_
3	uh	_	_	_	_	6	discourse	_	_
4	are	_	_	_	_	6	cop	_	_
5	juicy	_	_	_	_	6	amod	_	_
6	ones	_	_	_	_	0	root	_	_
7	this	_	_	_	_	9	det	_	_
8	juicy	_	_	_	_	9	amod	_	_
9	paint	_	_	_	_	6	parataxis	_	_
10	it's	_	_	_	_	11	nsubj	_	_
11	juicy	_	_	_	_	6	parataxis	_	_
12	right	_	_	_	_	11	discourse	_	_
13	?	_	_	_	_	6	punct	_	_","1	are	_	AUX	VBP	_	6	cop	_	_
2	these	_	PRON	DT	_	6	nsubj	_	_
3	uh	_	INTJ	UH	_	6	discourse	_	_
4	are	_	AUX	VBP	_	6	cop	_	_
5	juicy	_	ADJ	JJ	_	6	amod	_	_
6	ones	_	NOUN	NNS	_	0	root	_	_
7	this	_	DET	DT	_	9	det	_	_
8	juicy	_	ADJ	JJ	_	9	amod	_	_
9	paint	_	NOUN	NN	_	6	parataxis	_	_
10	it	_	PRON	PRP	_	12	nsubj	_	_
11	's	_	AUX	VBZ	_	12	cop	_	_
12	juicy	_	ADJ	JJ	_	6	parataxis	_	_
13	right	_	ADJ	JJ	_	12	discourse	_	_
14	?	_	PUNCT	.	_	6	punct	_	_",
now it's finished .,"1	now	_	_	_	_	3	advmod	_	_
2	it's	_	_	_	_	3	nsubj	_	_
3	finished	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	now	_	ADV	RB	_	4	advmod	_	_
2	it	_	PRON	PRP	_	4	nsubj:pass	_	_
3	's	_	AUX	VBZ	_	4	aux:pass	_	_
4	finished	_	VERB	VBN	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
now it's finished Mom .,"1	now	_	_	_	_	3	advmod	_	_
2	it's	_	_	_	_	3	nsubj	_	_
3	finished	_	_	_	_	0	root	_	_
4	Mom	_	_	_	_	3	vocative	_	_
5	.	_	_	_	_	3	punct	_	_","1	now	_	ADV	RB	_	4	advmod	_	_
2	it	_	PRON	PRP	_	4	nsubj:pass	_	_
3	's	_	AUX	VBZ	_	4	aux:pass	_	_
4	finished	_	VERB	VBN	_	0	root	_	_
5	Mom	_	NOUN	NN	_	4	obj	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
no no .,"1	no	_	_	_	_	0	root	_	_
2	no	_	_	_	_	1	conj	_	_
3	.	_	_	_	_	1	punct	_	_","1	no	_	INTJ	UH	_	0	root	_	_
2	no	_	INTJ	UH	_	1	discourse	_	_
3	.	_	PUNCT	.	_	1	punct	_	_","1	No	no	INTJ	UH	_	0	root	0:root	_
2	no	no	INTJ	UH	_	1	conj	1:conj	SpaceAfter=No
3	!	!	PUNCT	!	_	1	punct	1:punct	_
"
yeah all through .,"1	yeah	_	_	_	_	3	discourse	_	_
2	all	_	_	_	_	3	advmod	_	_
3	through	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	yeah	_	INTJ	UH	_	2	discourse	_	_
2	all	_	DET	DT	_	0	root	_	_
3	through	_	ADP	IN	_	2	case	_	_
4	.	_	PUNCT	.	_	2	punct	_	_",
are this this goes on the green one ?,"1	are	_	_	_	_	0	root	_	_
2	this	_	_	_	_	1	nsubj	_	_
3	this	_	_	_	_	4	nsubj	_	_
4	goes	_	_	_	_	1	parataxis	_	_
5	on	_	_	_	_	8	case	_	_
6	the	_	_	_	_	8	det	_	_
7	green	_	_	_	_	8	amod	_	_
8	one	_	_	_	_	4	obl	_	_
9	?	_	_	_	_	4	punct	_	_","1	are	_	AUX	VBP	_	4	aux	_	_
2	this	_	PRON	DT	_	4	nsubj	_	_
3	this	_	PRON	DT	_	4	nsubj	_	_
4	goes	_	VERB	VBZ	_	0	root	_	_
5	on	_	ADP	IN	_	8	case	_	_
6	the	_	DET	DT	_	8	det	_	_
7	green	_	ADJ	JJ	_	8	amod	_	_
8	one	_	NOUN	NN	_	4	obl	_	_
9	?	_	PUNCT	.	_	4	punct	_	_",
do you think that'll work ?,"1	do	_	_	_	_	3	aux	_	_
2	you	_	_	_	_	3	nsubj	_	_
3	think	_	_	_	_	0	root	_	_
4	that'll	_	_	_	_	5	aux	_	_
5	work	_	_	_	_	3	ccomp	_	_
6	?	_	_	_	_	3	punct	_	_","1	do	_	AUX	VBP	_	3	aux	_	_
2	you	_	PRON	PRP	_	3	nsubj	_	_
3	think	_	VERB	VB	_	0	root	_	_
4	that	_	PRON	DT	_	6	nsubj	_	_
5	'll	_	AUX	MD	_	6	aux	_	_
6	work	_	VERB	VB	_	3	ccomp	_	_
7	?	_	PUNCT	.	_	3	punct	_	_",
it's not any good at seven .,"1	it's	_	_	_	_	4	nsubj	_	_
2	not	_	_	_	_	4	advmod	_	_
3	any	_	_	_	_	4	det	_	_
4	good	_	_	_	_	0	root	_	_
5	at	_	_	_	_	6	case	_	_
6	seven	_	_	_	_	4	obl	_	_
7	.	_	_	_	_	4	punct	_	_","1	it	_	PRON	PRP	_	5	nsubj	_	_
2	's	_	AUX	VBZ	_	5	cop	_	_
3	not	_	PART	RB	_	5	advmod	_	_
4	any	_	DET	DT	_	5	det	_	_
5	good	_	ADJ	JJ	_	0	root	_	_
6	at	_	ADP	IN	_	7	case	_	_
7	seven	_	NUM	CD	_	5	obl	_	_
8	.	_	PUNCT	.	_	5	punct	_	_",
where's my burger hat ?,"1	where's	_	_	_	_	0	root	_	_
2	my	_	_	_	_	4	nmod:poss	_	_
3	burger	_	_	_	_	4	compound	_	_
4	hat	_	_	_	_	1	nsubj	_	_
5	?	_	_	_	_	1	punct	_	_","1	where	_	ADV	WRB	_	0	root	_	_
2	's	_	AUX	VBZ	_	1	cop	_	_
3	my	_	PRON	PRP$	_	5	nmod:poss	_	_
4	burger	_	NOUN	NN	_	5	compound	_	_
5	hat	_	NOUN	NN	_	1	nsubj	_	_
6	?	_	PUNCT	.	_	1	punct	_	_",
when people are sick .,"1	when	_	_	_	_	4	mark	_	_
2	people	_	_	_	_	4	nsubj	_	_
3	are	_	_	_	_	4	cop	_	_
4	sick	_	_	_	_	0	root	_	_
5	.	_	_	_	_	4	punct	_	_","1	when	_	ADV	WRB	_	4	advmod	_	_
2	people	_	NOUN	NNS	_	4	nsubj	_	_
3	are	_	AUX	VBP	_	4	cop	_	_
4	sick	_	ADJ	JJ	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
this can't get up .,"1	this	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	get	_	_	_	_	0	root	_	_
4	up	_	_	_	_	3	compound:prt	_	_
5	.	_	_	_	_	3	punct	_	_","1	this	_	PRON	DT	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	get	_	VERB	VB	_	0	root	_	_
5	up	_	ADP	RP	_	4	compound:prt	_	_
6	.	_	PUNCT	.	_	4	punct	_	_",
this can't stand up either .,"1	this	_	_	_	_	3	nsubj	_	_
2	can't	_	_	_	_	3	aux	_	_
3	stand	_	_	_	_	0	root	_	_
4	up	_	_	_	_	3	compound:prt	_	_
5	either	_	_	_	_	3	advmod	_	_
6	.	_	_	_	_	3	punct	_	_","1	this	_	PRON	DT	_	4	nsubj	_	_
2	ca	_	AUX	MD	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	stand	_	VERB	VB	_	0	root	_	_
5	up	_	ADP	RP	_	4	compound:prt	_	_
6	either	_	ADV	RB	_	4	advmod	_	_
7	.	_	PUNCT	.	_	4	punct	_	_",
I I don't wanna go .,"1	I	_	_	_	_	2	reparandum	_	_
2	I	_	_	_	_	4	nsubj	_	_
3	don't	_	_	_	_	4	aux	_	_
4	wanna	_	_	_	_	0	root	_	_
5	go	_	_	_	_	4	xcomp	_	_
6	.	_	_	_	_	4	punct	_	_","1	I	_	PRON	PRP	_	5	nsubj	_	_
2	I	_	PRON	PRP	_	5	nsubj	_	_
3	do	_	AUX	VBP	_	5	aux	_	_
4	n't	_	PART	RB	_	5	advmod	_	_
5	wan	_	VERB	VB	_	0	root	_	_
6	na	_	PART	TO	_	7	mark	_	_
7	go	_	VERB	VB	_	5	xcomp	_	_
8	.	_	PUNCT	.	_	5	punct	_	_",
I'm hammering this .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	hammering	_	_	_	_	0	root	_	_
3	this	_	_	_	_	2	obj	_	_
4	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	hammering	_	VERB	VBG	_	0	root	_	_
4	this	_	PRON	DT	_	3	obj	_	_
5	.	_	PUNCT	.	_	3	punct	_	_",
I'm hammering this too .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	hammering	_	_	_	_	0	root	_	_
3	this	_	_	_	_	2	obj	_	_
4	too	_	_	_	_	2	advmod	_	_
5	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	hammering	_	VERB	VBG	_	0	root	_	_
4	this	_	PRON	DT	_	3	obj	_	_
5	too	_	ADV	RB	_	3	advmod	_	_
6	.	_	PUNCT	.	_	3	punct	_	_",
I wanna wear a jacket like that .,"1	I	_	_	_	_	2	nsubj	_	_
2	wanna	_	_	_	_	0	root	_	_
3	wear	_	_	_	_	2	xcomp	_	_
4	a	_	_	_	_	5	det	_	_
5	jacket	_	_	_	_	3	obj	_	_
6	like	_	_	_	_	7	case	_	_
7	that	_	_	_	_	5	nmod	_	_
8	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	wan	_	VERB	VBP	_	0	root	_	_
3	na	_	PART	TO	_	4	mark	_	_
4	wear	_	VERB	VB	_	2	xcomp	_	_
5	a	_	DET	DT	_	6	det	_	_
6	jacket	_	NOUN	NN	_	4	obj	_	_
7	like	_	ADP	IN	_	8	case	_	_
8	that	_	PRON	DT	_	4	obl	_	_
9	.	_	PUNCT	.	_	2	punct	_	_",
after this I will after these a lot of things .,"1	after	_	_	_	_	2	case	_	_
2	this	_	_	_	_	4	obl	_	_
3	I	_	_	_	_	4	nsubj	_	_
4	will	_	_	_	_	0	root	_	_
5	after	_	_	_	_	6	case	_	_
6	these	_	_	_	_	8	nmod	_	_
7	a	_	_	_	_	8	det	_	_
8	lot	_	_	_	_	4	obj	_	_
9	of	_	_	_	_	10	case	_	_
10	things	_	_	_	_	8	nmod	_	_
11	.	_	_	_	_	4	punct	_	_","1	after	_	ADP	IN	_	2	case	_	_
2	this	_	PRON	DT	_	4	obl	_	_
3	I	_	PRON	PRP	_	4	nsubj	_	_
4	will	_	AUX	MD	_	0	root	_	_
5	after	_	ADP	IN	_	6	case	_	_
6	these	_	PRON	DT	_	4	obl	_	_
7	a	_	DET	DT	_	8	det	_	_
8	lot	_	NOUN	NN	_	4	obl:unmarked	_	_
9	of	_	ADP	IN	_	10	case	_	_
10	things	_	NOUN	NNS	_	8	nmod	_	_
11	.	_	PUNCT	.	_	4	punct	_	_",
because I wanna get home in time to watch Charlie Brown .,"1	because	_	_	_	_	3	mark	_	_
2	I	_	_	_	_	3	nsubj	_	_
3	wanna	_	_	_	_	0	root	_	_
4	get	_	_	_	_	3	xcomp	_	_
5	home	_	_	_	_	4	advmod	_	_
6	in	_	_	_	_	7	case	_	_
7	time	_	_	_	_	4	obl	_	_
8	to	_	_	_	_	9	mark	_	_
9	watch	_	_	_	_	4	advcl	_	_
10	Charlie	_	_	_	_	9	obj	_	_
11	Brown	_	_	_	_	10	flat	_	_
12	.	_	_	_	_	3	punct	_	_","1	because	_	SCONJ	IN	_	3	mark	_	_
2	I	_	PRON	PRP	_	3	nsubj	_	_
3	wan	_	VERB	VBP	_	0	root	_	_
4	na	_	PART	TO	_	5	mark	_	_
5	get	_	VERB	VB	_	3	xcomp	_	_
6	home	_	ADV	RB	_	5	advmod	_	_
7	in	_	ADP	IN	_	8	case	_	_
8	time	_	NOUN	NN	_	5	obl	_	_
9	to	_	PART	TO	_	10	mark	_	_
10	watch	_	VERB	VB	_	5	advcl	_	_
11	Charlie	_	PROPN	NNP	_	10	obj	_	_
12	Brown	_	PROPN	NNP	_	11	flat	_	_
13	.	_	PUNCT	.	_	3	punct	_	_",
I'm going to hold on to you .,"1	I'm	_	_	_	_	2	nsubj	_	_
2	going	_	_	_	_	0	root	_	_
3	to	_	_	_	_	4	mark	_	_
4	hold	_	_	_	_	2	xcomp	_	_
5	on	_	_	_	_	4	compound:prt	_	_
6	to	_	_	_	_	7	case	_	_
7	you	_	_	_	_	4	obl	_	_
8	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	3	nsubj	_	_
2	'm	_	AUX	VBP	_	3	aux	_	_
3	going	_	VERB	VBG	_	0	root	_	_
4	to	_	PART	TO	_	5	mark	_	_
5	hold	_	VERB	VB	_	3	xcomp	_	_
6	on	_	ADP	RP	_	5	compound:prt	_	_
7	to	_	ADP	IN	_	8	case	_	_
8	you	_	PRON	PRP	_	5	obl	_	_
9	.	_	PUNCT	.	_	3	punct	_	_",
"yeah my new one , where is it ?","1	yeah	_	_	_	_	4	discourse	_	_
2	my	_	_	_	_	4	nmod:poss	_	_
3	new	_	_	_	_	4	amod	_	_
4	one	_	_	_	_	0	root	_	_
5	,	_	_	_	_	6	mark	_	_
6	where	_	_	_	_	4	parataxis	_	_
7	is	_	_	_	_	6	cop	_	_
8	it	_	_	_	_	6	nsubj	_	_
9	?	_	_	_	_	4	punct	_	_","1	yeah	_	INTJ	UH	_	4	discourse	_	_
2	my	_	PRON	PRP$	_	4	nmod:poss	_	_
3	new	_	ADJ	JJ	_	4	amod	_	_
4	one	_	NOUN	NN	_	6	nsubj	_	_
5	,	_	PUNCT	,	_	4	punct	_	_
6	where	_	ADV	WRB	_	0	root	_	_
7	is	_	AUX	VBZ	_	6	cop	_	_
8	it	_	PRON	PRP	_	7	nsubj	_	_
9	?	_	PUNCT	.	_	4	punct	_	_",
I don't know .,"1	I	_	_	_	_	3	nsubj	_	_
2	don't	_	_	_	_	3	aux	_	_
3	know	_	_	_	_	0	root	_	_
4	.	_	_	_	_	3	punct	_	_","1	I	_	PRON	PRP	_	4	nsubj	_	_
2	do	_	AUX	VBP	_	4	aux	_	_
3	n't	_	PART	RB	_	4	advmod	_	_
4	know	_	VERB	VB	_	0	root	_	_
5	.	_	PUNCT	.	_	4	punct	_	_",
don't get a lot of stuff .,"1	don't	_	_	_	_	2	aux	_	_
2	get	_	_	_	_	0	root	_	_
3	a	_	_	_	_	4	det	_	_
4	lot	_	_	_	_	2	obj	_	_
5	of	_	_	_	_	6	case	_	_
6	stuff	_	_	_	_	4	nmod	_	_
7	.	_	_	_	_	2	punct	_	_","1	do	_	AUX	VB	_	3	aux	_	_
2	n't	_	PART	RB	_	3	advmod	_	_
3	get	_	VERB	VB	_	0	root	_	_
4	a	_	DET	DT	_	5	det	_	_
5	lot	_	NOUN	NN	_	3	obj	_	_
6	of	_	ADP	IN	_	7	case	_	_
7	stuff	_	NOUN	NN	_	5	nmod	_	_
8	.	_	PUNCT	.	_	3	punct	_	_",
I wanna go .,"1	I	_	_	_	_	2	nsubj	_	_
2	wanna	_	_	_	_	0	root	_	_
3	go	_	_	_	_	2	xcomp	_	_
4	.	_	_	_	_	2	punct	_	_","1	I	_	PRON	PRP	_	2	nsubj	_	_
2	wan	_	VERB	VBP	_	0	root	_	_
3	na	_	PART	TO	_	4	mark	_	_
4	go	_	VERB	VB	_	2	xcomp	_	_
5	.	_	PUNCT	.	_	2	punct	_	_",
