# sentence: Thomas what 's the matter what 's the matter ?
Gold: token=Thomas, upos=PROPN, xpos=NNP, head=5, label=vocative
------------------------------------------------------------

# sentence: All your say is a crocodile .
Gold: token=All, upos=DET, xpos=DT, head=6, label=nsubj
Pred: token=All, upos=DET, xpos=PDT, head=3, label=det:predet
Gold: token=your, upos=PRON, xpos=PRP$, head=3, label=nsubj
Pred: token=your, upos=PRON, xpos=PRP$, head=3, label=poss
Gold: token=say, upos=NOUN, xpos=NN, head=1, label=relcl
Pred: token=say, upos=NOUN, xpos=NN, head=6, label=nsubj
Gold: token=is, upos=AUX, xpos=VBZ, head=6, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=6, label=cop
Gold: token=a, upos=DET, xpos=DT, head=6, label=det
Pred: token=a, upos=DET, xpos=DT, head=6, label=det
Gold: token=crocodile, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=crocodile, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=6, label=punct
Pred: token=., upos=PUNCT, xpos=., head=6, label=punct
------------------------------------------------------------

# sentence: All your say crocodile all your say is a fireman 's head .
Gold: token=All, upos=DET, xpos=DT, head=0, label=root
Pred: token=All, upos=DET, xpos=PDT, head=3, label=advmod
Gold: token=your, upos=PRON, xpos=PRP$, head=3, label=nsubj
Pred: token=your, upos=PRON, xpos=PRP$, head=3, label=nsubj
Gold: token=say, upos=VERB, xpos=VBP, head=1, label=relcl
Pred: token=say, upos=VERB, xpos=VB, head=0, label=root
Gold: token=crocodile, upos=NOUN, xpos=NN, head=1, label=parataxis
Pred: token=crocodile, upos=NOUN, xpos=NN, head=3, label=obj
Gold: token=all, upos=DET, xpos=DT, head=12, label=nsubj
Pred: token=all, upos=DET, xpos=PDT, head=10, label=det:predet
Gold: token=your, upos=PRON, xpos=PRP$, head=7, label=nsubj
Pred: token=your, upos=PRON, xpos=PRP$, head=7, label=nsubj
Gold: token=say, upos=NOUN, xpos=NN, head=5, label=relcl
Pred: token=say, upos=NOUN, xpos=NN, head=3, label=parataxis
Gold: token=is, upos=AUX, xpos=VBZ, head=12, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=12, label=cop
Gold: token=a, upos=DET, xpos=DT, head=10, label=det
Pred: token=a, upos=DET, xpos=DT, head=10, label=det
Gold: token=fireman, upos=NOUN, xpos=NN, head=12, label=poss
Pred: token=fireman, upos=NOUN, xpos=NN, head=12, label=poss
Gold: token='s, upos=PART, xpos=POS, head=10, label=case
Pred: token='s, upos=PART, xpos=POS, head=10, label=case
Gold: token=head, upos=NOUN, xpos=NN, head=1, label=parataxis
Pred: token=head, upos=NOUN, xpos=NN, head=3, label=parataxis
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: Dustbin lorry 's here .
Gold: token=Dustbin, upos=NOUN, xpos=NN, head=2, label=compound
Pred: token=Dustbin, upos=PROPN, xpos=NNP, head=2, label=compound
Gold: token=lorry, upos=NOUN, xpos=NN, head=4, label=nsubj
Pred: token=lorry, upos=NOUN, xpos=NN, head=4, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=4, label=cop
Pred: token='s, upos=AUX, xpos=POS, head=4, label=cop
Gold: token=here, upos=ADV, xpos=RB, head=0, label=root
Pred: token=here, upos=ADV, xpos=RB, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Oh thank you hammer .
Gold: token=Oh, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=thank, upos=VERB, xpos=VBP, head=0, label=root
Pred: token=thank, upos=VERB, xpos=VBP, head=0, label=root
Gold: token=you, upos=PRON, xpos=PRP, head=2, label=iobj
Pred: token=you, upos=PRON, xpos=PRP, head=2, label=obj
Gold: token=hammer, upos=NOUN, xpos=NN, head=2, label=vocative
Pred: token=hammer, upos=NOUN, xpos=NN, head=2, label=obj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Stop it hammer .
Gold: token=Stop, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Stop, upos=VERB, xpos=VB, head=0, label=root
Gold: token=it, upos=PRON, xpos=PRP, head=1, label=obj
Pred: token=it, upos=PRON, xpos=PRP, head=1, label=obj
Gold: token=hammer, upos=NOUN, xpos=NN, head=1, label=vocative
Pred: token=hammer, upos=NOUN, xpos=NN, head=1, label=parataxis
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: I got a hole in in the hole and sand all over the floor .
Gold: token=I, upos=PRON, xpos=PRP, head=2, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=2, label=nsubj
Gold: token=got, upos=VERB, xpos=VBD, head=0, label=root
Pred: token=got, upos=VERB, xpos=VBD, head=0, label=root
Gold: token=a, upos=DET, xpos=DT, head=4, label=det
Pred: token=a, upos=DET, xpos=DT, head=4, label=det
Gold: token=hole, upos=NOUN, xpos=NN, head=2, label=obj
Pred: token=hole, upos=NOUN, xpos=NN, head=2, label=obj
Gold: token=in, upos=ADV, xpos=RB, head=6, label=reparandum
Pred: token=in, upos=ADV, xpos=RB, head=2, label=advmod
Gold: token=in, upos=ADP, xpos=IN, head=8, label=case
Pred: token=in, upos=ADP, xpos=IN, head=8, label=case
Gold: token=the, upos=DET, xpos=DT, head=8, label=det
Pred: token=the, upos=DET, xpos=DT, head=8, label=det
Gold: token=hole, upos=NOUN, xpos=NN, head=2, label=obl
Pred: token=hole, upos=NOUN, xpos=NN, head=2, label=obl
Gold: token=and, upos=CCONJ, xpos=CC, head=10, label=cc
Pred: token=and, upos=CCONJ, xpos=CC, head=10, label=cc
Gold: token=sand, upos=NOUN, xpos=NN, head=2, label=conj
Pred: token=sand, upos=NOUN, xpos=NN, head=2, label=conj
Gold: token=all, upos=ADV, xpos=RB, head=14, label=advmod
Pred: token=all, upos=ADV, xpos=RB, head=14, label=advmod
Gold: token=over, upos=ADP, xpos=IN, head=14, label=case
Pred: token=over, upos=ADP, xpos=IN, head=14, label=case
Gold: token=the, upos=DET, xpos=DT, head=14, label=det
Pred: token=the, upos=DET, xpos=DT, head=14, label=det
Gold: token=floor, upos=NOUN, xpos=NN, head=10, label=nmod
Pred: token=floor, upos=NOUN, xpos=NN, head=2, label=obl
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Oh look another .
Gold: token=Oh, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Oh, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=look, upos=VERB, xpos=VB, head=0, label=root
Pred: token=look, upos=VERB, xpos=VB, head=0, label=root
Gold: token=another, upos=DET, xpos=DT, head=2, label=obl
Pred: token=another, upos=DET, xpos=DT, head=2, label=obj
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Look another one .
Gold: token=Look, upos=VERB, xpos=VB, head=0, label=root
Pred: token=Look, upos=VERB, xpos=VB, head=0, label=root
Gold: token=another, upos=DET, xpos=DT, head=3, label=det
Pred: token=another, upos=DET, xpos=DT, head=3, label=det
Gold: token=one, upos=NOUN, xpos=NN, head=1, label=obl
Pred: token=one, upos=NOUN, xpos=NN, head=1, label=obj
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: The sand all over sand .
Gold: token=The, upos=DET, xpos=DT, head=2, label=det
Pred: token=The, upos=DET, xpos=DT, head=2, label=det
Gold: token=sand, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=sand, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=all, upos=ADV, xpos=RB, head=5, label=advmod
Pred: token=all, upos=DET, xpos=DT, head=5, label=advmod
Gold: token=over, upos=ADP, xpos=IN, head=5, label=case
Pred: token=over, upos=ADP, xpos=IN, head=5, label=case
Gold: token=sand, upos=NOUN, xpos=NN, head=2, label=nmod
Pred: token=sand, upos=NOUN, xpos=NN, head=2, label=nmod
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: All your saying is a crocodile .
Gold: token=All, upos=DET, xpos=DT, head=6, label=nsubj
Pred: token=All, upos=DET, xpos=PDT, head=3, label=det:predet
Gold: token=your, upos=PRON, xpos=PRP$, head=3, label=nsubj
Pred: token=your, upos=PRON, xpos=PRP$, head=3, label=poss
Gold: token=saying, upos=NOUN, xpos=NN, head=1, label=relcl
Pred: token=saying, upos=NOUN, xpos=NN, head=6, label=nsubj
Gold: token=is, upos=AUX, xpos=VBZ, head=6, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=6, label=cop
Gold: token=a, upos=DET, xpos=DT, head=6, label=det
Pred: token=a, upos=DET, xpos=DT, head=6, label=det
Gold: token=crocodile, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=crocodile, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=6, label=punct
Pred: token=., upos=PUNCT, xpos=., head=6, label=punct
------------------------------------------------------------

# sentence: Yeah am .
Gold: token=Yeah, upos=INTJ, xpos=UH, head=2, label=intj
Pred: token=Yeah, upos=INTJ, xpos=UH, head=2, label=discourse
Gold: token=am, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=am, upos=AUX, xpos=VBP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: All your say is way down hurt a bottom .
Gold: token=All, upos=DET, xpos=DT, head=6, label=nsubj
Pred: token=All, upos=DET, xpos=PDT, head=3, label=det:predet
Gold: token=your, upos=PRON, xpos=PRP$, head=3, label=nsubj
Pred: token=your, upos=PRON, xpos=PRP$, head=3, label=poss
Gold: token=say, upos=NOUN, xpos=NN, head=1, label=relcl
Pred: token=say, upos=NOUN, xpos=NN, head=7, label=nsubj
Gold: token=is, upos=AUX, xpos=VBZ, head=6, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=7, label=aux
Gold: token=way, upos=ADV, xpos=RB, head=6, label=advmod
Pred: token=way, upos=ADV, xpos=RB, head=6, label=advmod
Gold: token=down, upos=ADV, xpos=RB, head=0, label=root
Pred: token=down, upos=ADV, xpos=RB, head=7, label=advmod
Gold: token=hurt, upos=VERB, xpos=VB, head=6, label=parataxis
Pred: token=hurt, upos=VERB, xpos=VB, head=0, label=root
Gold: token=a, upos=DET, xpos=DT, head=9, label=det
Pred: token=a, upos=DET, xpos=DT, head=9, label=det
Gold: token=bottom, upos=NOUN, xpos=NN, head=7, label=obj
Pred: token=bottom, upos=NOUN, xpos=NN, head=7, label=obj
Gold: token=., upos=PUNCT, xpos=., head=6, label=punct
Pred: token=., upos=PUNCT, xpos=., head=7, label=punct
------------------------------------------------------------

# sentence: Um no it 's just just yours .
Gold: token=Um, upos=INTJ, xpos=UH, head=7, label=intj
Pred: token=Um, upos=INTJ, xpos=UH, head=7, label=discourse
Gold: token=no, upos=INTJ, xpos=UH, head=7, label=intj
Pred: token=no, upos=INTJ, xpos=UH, head=7, label=discourse
Gold: token=it, upos=PRON, xpos=PRP, head=7, label=nsubj
Pred: token=it, upos=PRON, xpos=PRP, head=7, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=7, label=cop
Pred: token='s, upos=AUX, xpos=VBZ, head=7, label=cop
Gold: token=just, upos=ADV, xpos=RB, head=6, label=reparandum
Pred: token=just, upos=ADV, xpos=RB, head=7, label=advmod
Gold: token=just, upos=ADV, xpos=RB, head=7, label=advmod
Pred: token=just, upos=ADV, xpos=RB, head=7, label=advmod
Gold: token=yours, upos=PRON, xpos=PRP, head=0, label=root
Pred: token=yours, upos=PRON, xpos=PRP, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=7, label=punct
Pred: token=., upos=PUNCT, xpos=., head=7, label=punct
------------------------------------------------------------

# sentence: Hey I wanted to draw .
Gold: token=Hey, upos=INTJ, xpos=UH, head=3, label=intj
Pred: token=Hey, upos=INTJ, xpos=UH, head=3, label=discourse
Gold: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Pred: token=I, upos=PRON, xpos=PRP, head=3, label=nsubj
Gold: token=wanted, upos=VERB, xpos=VBD, head=0, label=root
Pred: token=wanted, upos=VERB, xpos=VBD, head=0, label=root
Gold: token=to, upos=PART, xpos=TO, head=5, label=mark
Pred: token=to, upos=PART, xpos=TO, head=5, label=mark
Gold: token=draw, upos=VERB, xpos=VB, head=3, label=xcomp
Pred: token=draw, upos=VERB, xpos=VB, head=3, label=xcomp
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: There 's one on the paper .
Gold: token=There, upos=PRON, xpos=EX, head=2, label=expl
Pred: token=There, upos=PRON, xpos=EX, head=2, label=expl
Gold: token='s, upos=VERB, xpos=VBZ, head=0, label=root
Pred: token='s, upos=AUX, xpos=VBZ, head=0, label=root
Gold: token=one, upos=NUM, xpos=CD, head=2, label=nsubj
Pred: token=one, upos=NUM, xpos=CD, head=2, label=nsubj
Gold: token=on, upos=ADP, xpos=IN, head=6, label=case
Pred: token=on, upos=ADP, xpos=IN, head=6, label=case
Gold: token=the, upos=DET, xpos=DT, head=6, label=det
Pred: token=the, upos=DET, xpos=DT, head=6, label=det
Gold: token=paper, upos=NOUN, xpos=NN, head=2, label=obl
Pred: token=paper, upos=NOUN, xpos=NN, head=2, label=obl
Gold: token=., upos=PUNCT, xpos=., head=2, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: So dear Dora .
Gold: token=So, upos=ADV, xpos=RB, head=3, label=advmod
Pred: token=So, upos=ADV, xpos=RB, head=2, label=advmod
Gold: token=dear, upos=ADJ, xpos=JJ, head=3, label=amod
Pred: token=dear, upos=ADJ, xpos=JJ, head=0, label=root
Gold: token=Dora, upos=PROPN, xpos=NNP, head=0, label=root
Pred: token=Dora, upos=PROPN, xpos=NNP, head=2, label=conj
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=2, label=punct
------------------------------------------------------------

# sentence: Bout cuckoo ?
Gold: token=Bout, upos=NOUN, xpos=NN, head=2, label=case
Pred: token=Bout, upos=NOUN, xpos=NN, head=0, label=root
Gold: token=cuckoo, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=cuckoo, upos=NOUN, xpos=NN, head=1, label=conj
Gold: token=?, upos=PUNCT, xpos=?, head=2, label=punct
Pred: token=?, upos=PUNCT, xpos=?, head=1, label=punct
------------------------------------------------------------

# sentence: Mother in in Boots in that shop .
Gold: token=Mother, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=Mother, upos=NOUN, xpos=NN, head=4, label=vocative
Gold: token=in, upos=ADP, xpos=IN, head=3, label=reparandum
Pred: token=in, upos=ADP, xpos=IN, head=4, label=case
Gold: token=in, upos=ADP, xpos=IN, head=4, label=case
Pred: token=in, upos=ADP, xpos=IN, head=4, label=case
Gold: token=Boots, upos=PROPN, xpos=NNPS, head=1, label=nmod
Pred: token=Boots, upos=PROPN, xpos=NNPS, head=0, label=root
Gold: token=in, upos=ADP, xpos=IN, head=7, label=case
Pred: token=in, upos=ADP, xpos=IN, head=7, label=case
Gold: token=that, upos=DET, xpos=DT, head=7, label=det
Pred: token=that, upos=DET, xpos=DT, head=7, label=det
Gold: token=shop, upos=NOUN, xpos=NN, head=1, label=nmod
Pred: token=shop, upos=NOUN, xpos=NN, head=4, label=nmod
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Bob the Builder .
Gold: token=Bob, upos=PROPN, xpos=NNP, head=0, label=root
Pred: token=Bob, upos=PROPN, xpos=NNP, head=0, label=root
Gold: token=the, upos=DET, xpos=DT, head=3, label=det
Pred: token=the, upos=DET, xpos=DT, head=3, label=det
Gold: token=Builder, upos=PROPN, xpos=NNP, head=1, label=appos
Pred: token=Builder, upos=NOUN, xpos=NN, head=1, label=appos
Gold: token=., upos=PUNCT, xpos=., head=1, label=punct
Pred: token=., upos=PUNCT, xpos=., head=1, label=punct
------------------------------------------------------------

# sentence: This is where sweet falls .
Gold: token=This, upos=PRON, xpos=DT, head=3, label=nsubj
Pred: token=This, upos=PRON, xpos=DT, head=3, label=nsubj
Gold: token=is, upos=AUX, xpos=VBZ, head=3, label=cop
Pred: token=is, upos=AUX, xpos=VBZ, head=3, label=cop
Gold: token=where, upos=SCONJ, xpos=WRB, head=0, label=root
Pred: token=where, upos=ADV, xpos=WRB, head=0, label=root
Gold: token=sweet, upos=ADJ, xpos=JJ, head=5, label=nsubj
Pred: token=sweet, upos=ADJ, xpos=JJ, head=5, label=nsubj
Gold: token=falls, upos=NOUN, xpos=NNS, head=3, label=relcl
Pred: token=falls, upos=VERB, xpos=VBZ, head=3, label=relcl
Gold: token=., upos=PUNCT, xpos=., head=3, label=punct
Pred: token=., upos=PUNCT, xpos=., head=3, label=punct
------------------------------------------------------------

# sentence: A some traffic cones .
Gold: token=A, upos=DET, xpos=DT, head=2, label=discourse
Pred: token=A, upos=DET, xpos=DT, head=2, label=reparandum
Gold: token=some, upos=DET, xpos=DT, head=4, label=det
Pred: token=some, upos=DET, xpos=DT, head=4, label=det
Gold: token=traffic, upos=NOUN, xpos=NN, head=4, label=compound
Pred: token=traffic, upos=NOUN, xpos=NN, head=4, label=compound
Gold: token=cones, upos=NOUN, xpos=NNS, head=0, label=root
Pred: token=cones, upos=NOUN, xpos=NNS, head=0, label=root
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: This letter 's fold up .
Gold: token=This, upos=DET, xpos=DT, head=2, label=det
Pred: token=This, upos=DET, xpos=DT, head=2, label=det
Gold: token=letter, upos=NOUN, xpos=NN, head=4, label=nsubj
Pred: token=letter, upos=NOUN, xpos=NN, head=4, label=nsubj
Gold: token='s, upos=AUX, xpos=VBZ, head=4, label=aux
Pred: token='s, upos=AUX, xpos=VBZ, head=4, label=aux
Gold: token=fold, upos=NOUN, xpos=NN, head=0, label=root
Pred: token=fold, upos=VERB, xpos=VB, head=0, label=root
Gold: token=up, upos=ADP, xpos=RP, head=4, label=prt
Pred: token=up, upos=ADP, xpos=RP, head=4, label=prt
Gold: token=., upos=PUNCT, xpos=., head=4, label=punct
Pred: token=., upos=PUNCT, xpos=., head=4, label=punct
------------------------------------------------------------

# sentence: Somebody take them away in shed .
Gold: token=Somebody, upos=PRON, xpos=NN, head=2, label=nsubj
Pred: token=Somebody, upos=PRON, xpos=NN, head=2, label=nsubj
Gold: token=take, upos=VERB, xpos=VB, head=0, label=root
Pred: token=take, upos=VERB, xpos=VB, head=0, label=root
Gold: token=them, upos=PRON, xpos=PRP, head=2, label=obj
Pred: token=them, upos=PRON, xpos=PRP, head=2, label=obj
Gold: token=away, upos=ADV, xpos=RB, head=2, label=prt
Pred: token=away, upos=ADV, xpos=RB, head=2, label=advmod
Gold: token=in, upos=ADP, xpos=IN, head=6, label=case
