Sentence,Roberta_CDS_biaffine,Roberta_eng_biaffine,Stanza_off_the_shelf
he's going to hold on .,"he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
hold	_	_	_	_	_	2	xcomp	_	_
on	_	_	_	_	_	4	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
hold	_	_	_	_	_	2	xcomp	_	_
on	_	_	_	_	_	4	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	aux	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	5	mark	_	_
hold	_	VERB	VB	_	_	3	xcomp	_	_
on	_	ADP	RP	_	_	5	compound:prt	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
he's going to hold on .,"he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
hold	_	_	_	_	_	2	xcomp	_	_
on	_	_	_	_	_	4	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
hold	_	_	_	_	_	2	xcomp	_	_
on	_	_	_	_	_	4	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	aux	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	5	mark	_	_
hold	_	VERB	VB	_	_	3	xcomp	_	_
on	_	ADP	RP	_	_	5	compound:prt	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
this is Marky's hat .,"this	_	_	_	_	_	4	nsubj	_	_
is	_	_	_	_	_	4	cop	_	_
Marky's	_	_	_	_	_	4	nmod:poss	_	_
hat	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","this	_	_	_	_	_	4	nsubj	_	_
is	_	_	_	_	_	4	cop	_	_
Marky's	_	_	_	_	_	4	nmod:poss	_	_
hat	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","this	_	PRON	DT	_	_	5	nsubj	_	_
is	_	AUX	VBZ	_	_	5	cop	_	_
Marky	_	PROPN	NNP	_	_	5	nmod:poss	_	_
's	_	PART	POS	_	_	3	case	_	_
hat	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
this is my Marky's hat .,"this	_	_	_	_	_	5	nsubj	_	_
is	_	_	_	_	_	5	cop	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
Marky's	_	_	_	_	_	5	nmod:poss	_	_
hat	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","this	_	_	_	_	_	5	nsubj	_	_
is	_	_	_	_	_	5	cop	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
Marky's	_	_	_	_	_	5	nmod:poss	_	_
hat	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	5	punct	_	_","this	_	PRON	DT	_	_	6	nsubj	_	_
is	_	AUX	VBZ	_	_	6	cop	_	_
my	_	PRON	PRP$	_	_	4	nmod:poss	_	_
Marky	_	PROPN	NNP	_	_	6	nmod:poss	_	_
's	_	PART	POS	_	_	4	case	_	_
hat	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	6	punct	_	_"
let's talk about the Hulk .,"let's	_	_	_	_	_	0	root	_	_
talk	_	_	_	_	_	1	xcomp	_	_
about	_	_	_	_	_	5	case	_	_
the	_	_	_	_	_	5	det	_	_
Hulk	_	_	_	_	_	2	obl	_	_
.	_	_	_	_	_	1	punct	_	_","let's	_	_	_	_	_	0	root	_	_
talk	_	_	_	_	_	1	xcomp	_	_
about	_	_	_	_	_	5	case	_	_
the	_	_	_	_	_	5	det	_	_
Hulk	_	_	_	_	_	2	obl	_	_
.	_	_	_	_	_	1	punct	_	_","let	_	VERB	VB	_	_	0	root	_	_
's	_	PRON	PRP	_	_	1	obj	_	_
talk	_	VERB	VB	_	_	1	xcomp	_	_
about	_	ADP	IN	_	_	6	case	_	_
the	_	DET	DT	_	_	6	det	_	_
Hulk	_	PROPN	NNP	_	_	3	obl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
he's going to shoot he's going to be dead .,"he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
shoot	_	_	_	_	_	2	xcomp	_	_
he's	_	_	_	_	_	6	nsubj	_	_
going	_	_	_	_	_	2	parataxis	_	_
to	_	_	_	_	_	9	mark	_	_
be	_	_	_	_	_	9	cop	_	_
dead	_	_	_	_	_	6	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
shoot	_	_	_	_	_	2	xcomp	_	_
he's	_	_	_	_	_	6	nsubj	_	_
going	_	_	_	_	_	2	parataxis	_	_
to	_	_	_	_	_	9	mark	_	_
be	_	_	_	_	_	9	cop	_	_
dead	_	_	_	_	_	6	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	aux	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	5	mark	_	_
shoot	_	VERB	VB	_	_	3	xcomp	_	_
he	_	PRON	PRP	_	_	8	nsubj	_	_
's	_	AUX	VBZ	_	_	8	aux	_	_
going	_	VERB	VBG	_	_	5	ccomp	_	_
to	_	PART	TO	_	_	11	mark	_	_
be	_	AUX	VB	_	_	11	cop	_	_
dead	_	ADJ	JJ	_	_	8	xcomp	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
he's going to be the Hulk .,"he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	6	mark	_	_
be	_	_	_	_	_	6	cop	_	_
the	_	_	_	_	_	6	det	_	_
Hulk	_	_	_	_	_	2	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","he's	_	_	_	_	_	2	nsubj	_	_
going	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	6	mark	_	_
be	_	_	_	_	_	6	cop	_	_
the	_	_	_	_	_	6	det	_	_
Hulk	_	_	_	_	_	2	xcomp	_	_
.	_	_	_	_	_	2	punct	_	_","he	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	aux	_	_
going	_	VERB	VBG	_	_	0	root	_	_
to	_	PART	TO	_	_	7	mark	_	_
be	_	AUX	VB	_	_	7	cop	_	_
the	_	DET	DT	_	_	7	det	_	_
Hulk	_	PROPN	NNP	_	_	3	xcomp	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
hey it's my nose .,"hey	_	_	_	_	_	4	discourse	_	_
it's	_	_	_	_	_	4	cop	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
nose	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","hey	_	_	_	_	_	4	discourse	_	_
it's	_	_	_	_	_	4	cop	_	_
my	_	_	_	_	_	4	nmod:poss	_	_
nose	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","hey	_	INTJ	UH	_	_	5	discourse	_	_
it	_	PRON	PRP	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
my	_	PRON	PRP$	_	_	5	nmod:poss	_	_
nose	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
it's happy .,"it's	_	_	_	_	_	2	nsubj	_	_
happy	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it's	_	_	_	_	_	2	nsubj	_	_
happy	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","it	_	PRON	PRP	_	_	3	nsubj	_	_
's	_	AUX	VBZ	_	_	3	cop	_	_
happy	_	ADJ	JJ	_	_	0	root	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
hey mom .,"hey	_	_	_	_	_	0	root	_	_
mom	_	_	_	_	_	1	vocative	_	_
.	_	_	_	_	_	1	punct	_	_","hey	_	_	_	_	_	2	discourse	_	_
mom	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","hey	_	INTJ	UH	_	_	2	discourse	_	_
mom	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
um no .,"um	_	_	_	_	_	0	root	_	_
no	_	_	_	_	_	1	discourse	_	_
.	_	_	_	_	_	1	punct	_	_","um	_	_	_	_	_	2	discourse	_	_
no	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	2	punct	_	_","um	_	INTJ	UH	_	_	2	discourse	_	_
no	_	INTJ	UH	_	_	0	root	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
no no what what .,"no	_	_	_	_	_	3	discourse	_	_
no	_	_	_	_	_	1	conj	_	_
what	_	_	_	_	_	0	root	_	_
what	_	_	_	_	_	3	parataxis	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	_	_	_	_	3	discourse	_	_
no	_	_	_	_	_	3	discourse	_	_
what	_	_	_	_	_	0	root	_	_
what	_	_	_	_	_	3	conj	_	_
.	_	_	_	_	_	3	punct	_	_","no	_	INTJ	UH	_	_	3	discourse	_	_
no	_	INTJ	UH	_	_	3	discourse	_	_
what	_	PRON	WP	_	_	0	root	_	_
what	_	PRON	WP	_	_	3	nsubj	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
Miriam did Mommy .,"Miriam	_	_	_	_	_	2	nsubj	_	_
did	_	_	_	_	_	0	root	_	_
Mommy	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","Miriam	_	_	_	_	_	2	nsubj	_	_
did	_	_	_	_	_	0	root	_	_
Mommy	_	_	_	_	_	2	vocative	_	_
.	_	_	_	_	_	2	punct	_	_","Miriam	_	PROPN	NNP	_	_	2	nsubj	_	_
did	_	VERB	VBD	_	_	0	root	_	_
Mommy	_	PROPN	NNP	_	_	2	obj	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
in Marilee's house .,"in	_	_	_	_	_	3	case	_	_
Marilee's	_	_	_	_	_	3	nmod:poss	_	_
house	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","in	_	_	_	_	_	3	case	_	_
Marilee's	_	_	_	_	_	3	nmod:poss	_	_
house	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","in	_	ADP	IN	_	_	4	case	_	_
Marilee	_	PROPN	NNP	_	_	4	nmod:poss	_	_
's	_	PART	POS	_	_	2	case	_	_
house	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
where's Marilee ?,"where's	_	_	_	_	_	0	root	_	_
Marilee	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","where's	_	_	_	_	_	0	root	_	_
Marilee	_	_	_	_	_	1	nsubj	_	_
?	_	_	_	_	_	1	punct	_	_","where	_	ADV	WRB	_	_	0	root	_	_
's	_	AUX	VBZ	_	_	1	cop	_	_
Marilee	_	PROPN	NNP	_	_	1	nsubj	_	_
?	_	PUNCT	.	_	_	1	punct	_	_"
let's play with the play dough now .,"let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
play	_	_	_	_	_	6	compound	_	_
dough	_	_	_	_	_	2	obl	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
play	_	_	_	_	_	6	compound	_	_
dough	_	_	_	_	_	2	obl	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","let	_	VERB	VB	_	_	0	root	_	_
's	_	PRON	PRP	_	_	1	obj	_	_
play	_	VERB	VB	_	_	1	xcomp	_	_
with	_	ADP	IN	_	_	7	case	_	_
the	_	DET	DT	_	_	7	det	_	_
play	_	NOUN	NN	_	_	7	compound	_	_
dough	_	NOUN	NN	_	_	3	obl	_	_
now	_	ADV	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
let's play with the play dough now .,"let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
play	_	_	_	_	_	6	compound	_	_
dough	_	_	_	_	_	2	obl	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
play	_	_	_	_	_	6	compound	_	_
dough	_	_	_	_	_	2	obl	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","let	_	VERB	VB	_	_	0	root	_	_
's	_	PRON	PRP	_	_	1	obj	_	_
play	_	VERB	VB	_	_	1	xcomp	_	_
with	_	ADP	IN	_	_	7	case	_	_
the	_	DET	DT	_	_	7	det	_	_
play	_	NOUN	NN	_	_	7	compound	_	_
dough	_	NOUN	NN	_	_	3	obl	_	_
now	_	ADV	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
let's play with it .,"let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	4	case	_	_
it	_	_	_	_	_	2	obl	_	_
.	_	_	_	_	_	1	punct	_	_","let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	4	case	_	_
it	_	_	_	_	_	2	obl	_	_
.	_	_	_	_	_	1	punct	_	_","let	_	VERB	VB	_	_	0	root	_	_
's	_	PRON	PRP	_	_	1	obj	_	_
play	_	VERB	VB	_	_	1	xcomp	_	_
with	_	ADP	IN	_	_	5	case	_	_
it	_	PRON	PRP	_	_	3	obl	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
I wanna play with it with you .,"I	_	_	_	_	_	2	nsubj	_	_
wanna	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	2	xcomp	_	_
with	_	_	_	_	_	5	case	_	_
it	_	_	_	_	_	3	obl	_	_
with	_	_	_	_	_	7	case	_	_
you	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
wanna	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	2	xcomp	_	_
with	_	_	_	_	_	5	case	_	_
it	_	_	_	_	_	3	obl	_	_
with	_	_	_	_	_	7	case	_	_
you	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
wan	_	VERB	VBP	_	_	0	root	_	_
na	_	PART	TO	_	_	4	mark	_	_
play	_	VERB	VB	_	_	2	xcomp	_	_
with	_	ADP	IN	_	_	6	case	_	_
it	_	PRON	PRP	_	_	4	obl	_	_
with	_	ADP	IN	_	_	8	case	_	_
you	_	PRON	PRP	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
I wanna play with it with you .,"I	_	_	_	_	_	2	nsubj	_	_
wanna	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	2	xcomp	_	_
with	_	_	_	_	_	5	case	_	_
it	_	_	_	_	_	3	obl	_	_
with	_	_	_	_	_	7	case	_	_
you	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	_	_	_	_	2	nsubj	_	_
wanna	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	2	xcomp	_	_
with	_	_	_	_	_	5	case	_	_
it	_	_	_	_	_	3	obl	_	_
with	_	_	_	_	_	7	case	_	_
you	_	_	_	_	_	3	obl	_	_
.	_	_	_	_	_	2	punct	_	_","I	_	PRON	PRP	_	_	2	nsubj	_	_
wan	_	VERB	VBP	_	_	0	root	_	_
na	_	PART	TO	_	_	4	mark	_	_
play	_	VERB	VB	_	_	2	xcomp	_	_
with	_	ADP	IN	_	_	6	case	_	_
it	_	PRON	PRP	_	_	4	obl	_	_
with	_	ADP	IN	_	_	8	case	_	_
you	_	PRON	PRP	_	_	4	obl	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
that's a seal .,"that's	_	_	_	_	_	3	cop	_	_
a	_	_	_	_	_	3	det	_	_
seal	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that's	_	_	_	_	_	3	nsubj	_	_
a	_	_	_	_	_	3	det	_	_
seal	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	3	punct	_	_","that	_	PRON	DT	_	_	4	nsubj	_	_
's	_	AUX	VBZ	_	_	4	cop	_	_
a	_	DET	DT	_	_	4	det	_	_
seal	_	NOUN	NN	_	_	0	root	_	_
.	_	PUNCT	.	_	_	4	punct	_	_"
when she meows you put her down .,"when	_	_	_	_	_	3	mark	_	_
she	_	_	_	_	_	3	nsubj	_	_
meows	_	_	_	_	_	5	advcl	_	_
you	_	_	_	_	_	5	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
her	_	_	_	_	_	5	obj	_	_
down	_	_	_	_	_	5	compound:prt	_	_
.	_	_	_	_	_	5	punct	_	_","when	_	_	_	_	_	3	advmod	_	_
she	_	_	_	_	_	3	nsubj	_	_
meows	_	_	_	_	_	5	advcl	_	_
you	_	_	_	_	_	5	nsubj	_	_
put	_	_	_	_	_	0	root	_	_
her	_	_	_	_	_	5	obj	_	_
down	_	_	_	_	_	5	compound:prt	_	_
.	_	_	_	_	_	5	punct	_	_","when	_	ADV	WRB	_	_	3	advmod	_	_
she	_	PRON	PRP	_	_	3	nsubj	_	_
meows	_	VERB	VBZ	_	_	5	advcl	_	_
you	_	PRON	PRP	_	_	5	nsubj	_	_
put	_	VERB	VBD	_	_	0	root	_	_
her	_	PRON	PRP	_	_	5	obj	_	_
down	_	ADP	RP	_	_	5	compound:prt	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
that was nice purring .,"that	_	_	_	_	_	4	nsubj	_	_
was	_	_	_	_	_	4	cop	_	_
nice	_	_	_	_	_	4	amod	_	_
purring	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","that	_	_	_	_	_	4	nsubj	_	_
was	_	_	_	_	_	4	cop	_	_
nice	_	_	_	_	_	4	amod	_	_
purring	_	_	_	_	_	0	root	_	_
.	_	_	_	_	_	4	punct	_	_","that	_	PRON	DT	_	_	3	nsubj	_	_
was	_	AUX	VBD	_	_	3	cop	_	_
nice	_	ADJ	JJ	_	_	0	root	_	_
purring	_	VERB	VBG	_	_	3	xcomp	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
purring means put her down .,"purring	_	_	_	_	_	2	nsubj	_	_
means	_	_	_	_	_	0	root	_	_
put	_	_	_	_	_	2	ccomp	_	_
her	_	_	_	_	_	3	obj	_	_
down	_	_	_	_	_	3	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","purring	_	_	_	_	_	2	csubj	_	_
means	_	_	_	_	_	0	root	_	_
put	_	_	_	_	_	2	ccomp	_	_
her	_	_	_	_	_	3	obj	_	_
down	_	_	_	_	_	3	compound:prt	_	_
.	_	_	_	_	_	2	punct	_	_","purring	_	VERB	VBG	_	_	2	amod	_	_
means	_	NOUN	NNS	_	_	3	nsubj	_	_
put	_	VERB	VB	_	_	0	root	_	_
her	_	PRON	PRP	_	_	3	obj	_	_
down	_	ADP	RP	_	_	3	compound:prt	_	_
.	_	PUNCT	.	_	_	3	punct	_	_"
that way she wants to get down .,"that	_	_	_	_	_	2	det	_	_
way	_	_	_	_	_	0	root	_	_
she	_	_	_	_	_	4	nsubj	_	_
wants	_	_	_	_	_	2	acl:relcl	_	_
to	_	_	_	_	_	6	mark	_	_
get	_	_	_	_	_	4	xcomp	_	_
down	_	_	_	_	_	6	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","that	_	_	_	_	_	2	det	_	_
way	_	_	_	_	_	4	obl:unmarked	_	_
she	_	_	_	_	_	4	nsubj	_	_
wants	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	6	mark	_	_
get	_	_	_	_	_	4	xcomp	_	_
down	_	_	_	_	_	6	advmod	_	_
.	_	_	_	_	_	4	punct	_	_","that	_	DET	DT	_	_	2	det	_	_
way	_	NOUN	NN	_	_	0	root	_	_
she	_	PRON	PRP	_	_	4	nsubj	_	_
wants	_	VERB	VBZ	_	_	2	acl:relcl	_	_
to	_	PART	TO	_	_	6	mark	_	_
get	_	VERB	VB	_	_	4	xcomp	_	_
down	_	ADP	RP	_	_	6	compound:prt	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
she wants to get down .,"she	_	_	_	_	_	2	nsubj	_	_
wants	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
get	_	_	_	_	_	2	xcomp	_	_
down	_	_	_	_	_	4	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","she	_	_	_	_	_	2	nsubj	_	_
wants	_	_	_	_	_	0	root	_	_
to	_	_	_	_	_	4	mark	_	_
get	_	_	_	_	_	2	xcomp	_	_
down	_	_	_	_	_	4	advmod	_	_
.	_	_	_	_	_	2	punct	_	_","she	_	PRON	PRP	_	_	2	nsubj	_	_
wants	_	VERB	VBZ	_	_	0	root	_	_
to	_	PART	TO	_	_	4	mark	_	_
get	_	VERB	VB	_	_	2	xcomp	_	_
down	_	ADP	RP	_	_	4	compound:prt	_	_
.	_	PUNCT	.	_	_	2	punct	_	_"
let's play with the play dough now .,"let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
play	_	_	_	_	_	6	compound	_	_
dough	_	_	_	_	_	2	obl	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","let's	_	_	_	_	_	0	root	_	_
play	_	_	_	_	_	1	xcomp	_	_
with	_	_	_	_	_	6	case	_	_
the	_	_	_	_	_	6	det	_	_
play	_	_	_	_	_	6	compound	_	_
dough	_	_	_	_	_	2	obl	_	_
now	_	_	_	_	_	2	advmod	_	_
.	_	_	_	_	_	1	punct	_	_","let	_	VERB	VB	_	_	0	root	_	_
's	_	PRON	PRP	_	_	1	obj	_	_
play	_	VERB	VB	_	_	1	xcomp	_	_
with	_	ADP	IN	_	_	7	case	_	_
the	_	DET	DT	_	_	7	det	_	_
play	_	NOUN	NN	_	_	7	compound	_	_
dough	_	NOUN	NN	_	_	3	obl	_	_
now	_	ADV	RB	_	_	3	advmod	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
that's for big people too and for little girls .,"that's	_	_	_	_	_	4	nsubj	_	_
for	_	_	_	_	_	4	case	_	_
big	_	_	_	_	_	4	amod	_	_
people	_	_	_	_	_	0	root	_	_
too	_	_	_	_	_	4	advmod	_	_
and	_	_	_	_	_	9	cc	_	_
for	_	_	_	_	_	9	case	_	_
little	_	_	_	_	_	9	amod	_	_
girls	_	_	_	_	_	4	conj	_	_
.	_	_	_	_	_	4	punct	_	_","that's	_	_	_	_	_	4	nsubj	_	_
for	_	_	_	_	_	4	case	_	_
big	_	_	_	_	_	4	amod	_	_
people	_	_	_	_	_	0	root	_	_
too	_	_	_	_	_	4	advmod	_	_
and	_	_	_	_	_	9	cc	_	_
for	_	_	_	_	_	9	case	_	_
little	_	_	_	_	_	9	amod	_	_
girls	_	_	_	_	_	4	conj	_	_
.	_	_	_	_	_	4	punct	_	_","that	_	PRON	DT	_	_	5	nsubj	_	_
's	_	AUX	VBZ	_	_	5	cop	_	_
for	_	ADP	IN	_	_	5	case	_	_
big	_	ADJ	JJ	_	_	5	amod	_	_
people	_	NOUN	NNS	_	_	0	root	_	_
too	_	ADV	RB	_	_	5	advmod	_	_
and	_	CCONJ	CC	_	_	10	cc	_	_
for	_	ADP	IN	_	_	10	case	_	_
little	_	ADJ	JJ	_	_	10	amod	_	_
girls	_	NOUN	NNS	_	_	5	conj	_	_
.	_	PUNCT	.	_	_	5	punct	_	_"
play dough is for big girls big people .,"play	_	_	_	_	_	2	compound	_	_
dough	_	_	_	_	_	6	nsubj	_	_
is	_	_	_	_	_	6	cop	_	_
for	_	_	_	_	_	6	case	_	_
big	_	_	_	_	_	6	amod	_	_
girls	_	_	_	_	_	0	root	_	_
big	_	_	_	_	_	8	amod	_	_
people	_	_	_	_	_	6	conj	_	_
.	_	_	_	_	_	6	punct	_	_","play	_	_	_	_	_	2	compound	_	_
dough	_	_	_	_	_	6	nsubj	_	_
is	_	_	_	_	_	6	cop	_	_
for	_	_	_	_	_	6	case	_	_
big	_	_	_	_	_	6	amod	_	_
girls	_	_	_	_	_	0	root	_	_
big	_	_	_	_	_	8	amod	_	_
people	_	_	_	_	_	6	conj	_	_
.	_	_	_	_	_	6	punct	_	_","play	_	VERB	VB	_	_	0	root	_	_
dough	_	NOUN	NN	_	_	1	obj	_	_
is	_	AUX	VBZ	_	_	8	cop	_	_
for	_	ADP	IN	_	_	8	case	_	_
big	_	ADJ	JJ	_	_	6	amod	_	_
girls	_	NOUN	NNS	_	_	8	compound	_	_
big	_	ADJ	JJ	_	_	8	amod	_	_
people	_	NOUN	NNS	_	_	1	parataxis	_	_
.	_	PUNCT	.	_	_	1	punct	_	_"
